"";"plant_species";"frugivore_species";"ID";"frugivore_species_old";"frugivore_genus";"frugivore_class";"frugivore_order";"frugivore_family";"frugivore_class_old";"frugivore_order_old";"frugivore_family_old";"plant_species_old";"plant_genus";"plant_class";"plant_order";"plant_family";"plant_family_old";"plant.form";"frug.orig";"plant.origin";"plant.IUCN";"fruit.diameter..mm.";"fruit.length..mm.";"fruit.color";"seed.diameter..mm.";"seed.length..mm.";"frugivore.group";"frugivore.body.mass..g.";"frugivore.mean.gape.size..mm.";"frugivory.score";"frugivore.migration.status";"frugivore.population.trend";"frugivore.IUCN";"Country";"Island";"island.adapted";"specific.location";"habitat";"latitude.centroid";"longitude.centroid";"latitude";"longitude";"geographic";"geographic.lat";"geographic.lon";"precision";"reference";"method";"frugivore_native_status";"frugivore_endemic_status";"frugivore_singleislandendemism";"plant_native_status";"plant_endemic_status";"plant_singleislandendemism"
"2581";"Syzygium jambos";"Artibeus jamaicensis";2345;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chirpotera";"Phyllostomidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"introduced";"LC";"";NA;"yellow";NA;NA;"bats";"";"";NA;"resident";"stable";"LC";"Cuba";"Cuba";"Cuba";NA;"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Silva, 1979";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2582";"Syzygium jambos";"Artibeus jamaicensis";2358;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chirpotera";"Phyllostomidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"introduced";"LC";"";NA;"yellow";NA;NA;"bats";"";"";NA;"resident";"stable";"LC";"Cuba";"Cuba";"Cuba";"Sierra del Rosario, Pinar del Rio";"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Mancina et al. 2007";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2583";"Syzygium jambos";"Melopyrrha nigra";2273;"Melopyrrha nigra";"Melopyrrha";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Emberizidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"introduced";"LC";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";NA;"Cuba";"Cuba";"Cuba";"Gran Piedra, Santiago de Cuba";"rainforest";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Hecheverría et al. (2011)";"animal-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2584";"Syzygium jambos";"Artibeus jamaicensis";2498;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"Introduced";"";"";NA;"green";NA;NA;"bats";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Escaleras de Jaruco";"cave in forest";21,62469202;-79,03330319;" 23° 2'40.51""N";" 82° 4'15.75""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Navarro, Rojas, Vale, Ferrero, Serrano, Pérez, Vidal, and Faife (2010). Informe final del proyecto ""Papel de las interacciones bióticas en la regeneración de bosques y en la recuperación de agroecosistemas degradados después del paso del huracán Gustav por el archipiélago Cubano"" (ref. A/023710/09).";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2585";"Syzygium jambos";"Euphonia musica";1385;"Euphonia musica";"Euphonia";"Aves";"Passeriformes";"Fringillidae";"Aves";"Passeriformes";"Fringillidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2586";"Syzygium jambos";"Artibeus jamaicensis";2322;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chirpotera";"Phyllostomidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"introduced";"LC";"";NA;"yellow";NA;NA;"bats";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Reserva de la Biosfera ""Sierra del Rosario"", Pinar del Río";"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Mancina et al. 2003";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2587";"Syzygium jambos";"Amazona vittata";3126;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Piciformes";"Picidae";"Eugenia jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"El Yunque National Forest (Río Grande)";"subtropical montane";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Rodriguez-Vidal 1969";"plant-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2588";"Syzygium jambos";"Loxigilla portoricensis";1435;"Loxigilla portoricensis";"Loxigilla";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Thraupidae";"Syzygium jambos";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cialitos, Ciales";"montane secondary forest/ shaded coffee plantation";18,22566835;-66,46639658;"18.241758° N";"66.529399° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2589";"Syzygium lineatum";"Artibeus jamaicensis";2499;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Syzygium lineatum";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"Introduced";"";"";NA;"red";NA;NA;"bats";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Escaleras de Jaruco";"cave in forest";21,62469202;-79,03330319;" 23° 2'40.51""N";" 82° 4'15.75""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Navarro, Rojas, Vale, Ferrero, Serrano, Pérez, Vidal, and Faife (2010). Informe final del proyecto ""Papel de las interacciones bióticas en la regeneración de bosques y en la recuperación de agroecosistemas degradados después del paso del huracán Gustav por el archipiélago Cubano"" (ref. A/023710/09).";"animal-oriented";"Native";"No";"No";"NoData";"No";"No"
"2590";"Syzygium malaccense";"Margarops fuscatus";1591;"Margarops fuscatus";"Margarops";"Aves";"Passeriformes";"Mimidae";"Aves";"Passeriformes";"Mimidae";"Syzygium malaccense";"Syzygium";"Magnoliopsida";"Myrtales";"Myrtaceae";"Myrtaceae";"tree";"native";"nonnative";"";"";NA;"";NA;NA;"birds";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Barrio Cordillera, Ciales";"moist limestone (karst) forest";18,22566835;-66,46639658;"18.315516° N";"66.514325° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Carlo, T. A., 1999 / Carlo et al. 2003";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2591";"Tabebuia heterophylla";"Zenaida asiatica";2549;"Zenaida asiatica";"Zenaida";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Tabebuia heterophylla";"Tabebuia";"Magnoliopsida";"Lamiales";"Bignoniaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Bahamas ";"Bahamas";"The Bahamas";"San Salvador";"subtropical dry forest";24,2218008;-76,55065181;"";"";"BHM";23,8247400227642;-75,7899939498374;"";"ebird";"plant-oriented";"Native";"No";"No";"Native";"Yes";"No"
"2592";"Tabebuia heterophylla";"Zenaida asiatica";3159;"Zenaida asiatica";"Zenaida";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Tabebuia heterophylla";"Tabebuia";"Magnoliopsida";"Lamiales";"Bignoniaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Añasco";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"F. Tarazona, personal obs.";"plant-oriented";"Native";"No";"No";"Native";"Yes";"No"
"2593";"Talauma sp.";"Amazona versicolor";1910;"Amazona versicolor";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Talauma";"Talauma";"Magnoliopsida";"Magnoliales";"Magnoliaceae";"Magnoliaceae";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Lucia";"Saint Lucia";"Saint Lucia";NA;"";13,90248488;-60,96957735;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"2594";"Talauma sp.";"Amazona guildingii";1938;"Amazona guildingii";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Talauma";"Talauma";"Magnoliopsida";"Magnoliales";"Magnoliaceae";"Magnoliaceae";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Saint Vincent and the Grenadines";"Saint Vincent";"Saint Vincent and the Grenadines";NA;"";13,21608335;-61,2026418;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"2595";"Tapura cubensis";"Patagioenas leucocephala";3254;"Patagioenas leucocephala";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Tapura cubensis";"Tapura";"Magnoliopsida";"Malpighiales";"Dichapetalaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Cuba";"Cuba";"Cuba";"Several";NA;21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Acosta and Mugica 2057";"animal-oriented";"Native";"No";"No";"Native";"Yes";"Yes"
"2596";"Tapura cubensis";"Patagioenas leucocephala";224;"Patagioenas leucocephala";"Patagioenas";"Aves";"Columbiformes";"Columbidae";"Aves";"Columbiformes";"Columbidae";"Tapura cubensis";"Tapura";"Magnoliopsida";"Malpighiales";"Dichapetalaceae";"Dichapetalaceae";"tree";"native";"native";NA;"";NA;"";NA;NA;"birds";"253 (Male), 230 (Female)";"8.4 (Male) 8.1 (Female)";3;"resident";"decreasing";"NT";"Cuba";"Cuba";"Cuba";NA;NA;21,62469202;-79,03330319;"22.1452° N";"79.5481° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Godinez, E. 1992. Situacion de las poblaciones de Columba Leucocephala (Aves: Columbidae) en Cuba. Havana, Cuba: Editorial Academia.";"animal-oriented";"Native";"No";"No";"Native";"Yes";"Yes"
"2597";"Tapura sp.";"Amazona imperialis";1958;"Amazona imperialis";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Tapura";"Tapura";"Magnoliopsida";"Malpighiales";"Dichapetalaceae";"";"";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";"";"Dominica";"Dominica";"Dominica";NA;"";15,43625504;-61,35619173;"";"";"EC";15,9098171627273;-62,1116501418182;"";"";"animal-oriented";"Native";"Yes";"Yes";"NoData";"No";"No"
"2598";"Tectona grandis";"Amazona vittata";2614;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Tectona grandis";"Tectona";"Magnoliopsida";"Lamiales";"Lamiaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Rio Abajo State Forest, Arecibo";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Pers comm";"plant-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2599";"Tephrosia cinerea";"Cyclura cornuta stejnegeri";81;"Cyclura stejnegeri";"Cyclura";"Reptilia";"Squamata";"Iguanidae";"Reptilia";"Squamata";"Iguanidae";"Tephrosia cinerea";"Tephrosia";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"herb";"native";"native";NA;NA;NA;NA;NA;NA;"reptile";"624 (male), 470 female";NA;NA;"resident";"decreasing";"EN";"Puerto Rico";"Mona";"Puerto Rico";NA;"dry limestone plateau";18,22566835;-66,46639658;"18.0829° N";"67.8927° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Wiewandt, 1977";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2600";"Teramnus uncinatus";"Melopyrrha nigra";2279;"Melopyrrha nigra";"Melopyrrha";"Aves";"Passeriformes";"Thraupidae";"Aves";"Passeriformes";"Emberizidae";"Teramnus uncinatus";"Teramnus";"Magnoliopsida";"Fabales";"Fabaceae";"Fabaceae";"herb";"native";"native";NA;"";NA;"";NA;NA;"birds";"";"";NA;"resident";"";NA;"Cuba";"Cuba";"Cuba";"Gran Piedra, Santiago de Cuba";"rainforest";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Hecheverría et al. (2011)";"animal-oriented";"Native";"Yes";"No";"Native";"No";"No"
"2601";"Terminalia buceras";"Aratinga canicularis";2913;"Eupsittula canicularis";"Aratinga";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Terminalia buceras";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Luquillo";"subtropical wet forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Introduced";"No";"No";"Native";"No";"No"
"2602";"Terminalia buceras";"Myiopsitta monachus";2919;"Myiopsitta monachus";"Myiopsitta";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Terminalia buceras";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Viejo San Juan, San Juan";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Introduced";"No";"No";"Native";"No";"No"
"2603";"Terminalia buceras";"Aratinga euops";1856;"Psittacara euops";"Aratinga";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Bucida buceras";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"";"tree";"native";"native";"";"";NA;"";NA;NA;"birds";"";"";NA;"";"";"";"Cuba";"Cuba";"Cuba";"savannas";"";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Maikel Cañizares Morera and Eduardo E. Iñigo-Elias, Version: 1.0 — Published March 4, 2020, Text last updated August 23, 2022";"animal-oriented";"Native";"Yes";"Yes";"Native";"No";"No"
"2604";"Terminalia catappa";"Spindalis portoricensis";2855;"Spindalis portoricensis";"Spindalis";"Aves";"Passeriformes";"Spindalidae";"Aves";"Passeriformes";"Spindalidae";"Terminalia cattapa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Hacienda La Esperanza Nature Reserve (Manatí)";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Native";"Yes";"Yes";"Introduced";"No";"No"
"2605";"Terminalia catappa";"Chlorocebus pygerythrus";2059;"Chlorocebus pygerythrus";"Chlorocebus";"Mammalia";"Primates";"Cercopithecidae";"Mammalia";"Primates";"Cercopithecidae";"Terminalia cattapa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"Combretaceae";"tree";"nonnative";"nonnative";"";"";NA;"";NA;NA;"non volant mammal";"";"";NA;"resident";"";"";"St. Kitts";"St. Kitts";"Saint Kitts and Nevis";"several sites";"lower montane secondary forest & cattle pasture";17,27082251;-62,69777839;"";"";"EC";15,9098171627273;-62,1116501418182;"";"Poirier (1972)";"animal-oriented";"Introduced";"No";"No";"Introduced";"No";"No"
"2606";"Terminalia catappa";"Myiopsitta monachus";2917;"Myiopsitta monachus";"Myiopsitta";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Terminalia cattapa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"La Guancha, Ponce";"subtropical dry forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Introduced";"No";"No";"Introduced";"No";"No"
"2607";"Terminalia catappa";"Artibeus jamaicensis";303;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Terminalia catappa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"Combretaceae";"tree";"native";"nonnative";"LC";NA;NA;NA;NA;NA;"bats";NA;NA;3;"resident";"stable";"LC";"Jamaica";"Jamaica";"Jamaica";"Westmoreland Parish";"limestone caves";18,15459368;-77,3185348;"18.2944° N";"78.1564° W";"GA";19,0740227101688;-70,7529184711968;"imprecise";"Fabianek, 2014";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2608";"Terminalia catappa";"Artibeus jamaicensis";89;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Terminalia catappa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"Combretaceae";"tree";"native";"native";"LC";NA;NA;NA;NA;NA;"bats";"46.6 (male), 50 (female)";NA;NA;"resident";"stable";"LC";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Convento Cave";"cave (in forest)";18,22566835;-66,46639658;"18.35° N";"66.3° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Rodríguez-Durán and Vázquez, 2001";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2609";"Terminalia catappa";"Ara ararauna";2647;"Ara ararauna";"Ara";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Psittaciformes";"Psittacidae";"Terminalia cattapa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Cupey";"subtropical moist forest";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"personal obs.";"plant-oriented";"Introduced";"No";"No";"Introduced";"No";"No"
"2610";"Terminalia catappa";"Artibeus jamaicensis";2544;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Terminalia catappa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"Combretaceae";"tree";"native";"Introduced";"";"tree";NA;"";NA;NA;"bats";"";"";NA;"resident";"";"LC";"U.S. Virgin Islands";"St. Croix";"United States Virgin Islands";"Estate Sion Hill";"Tropical humid forest";17,95907915;-64,79016015;" 17°44'42.32""N";"64°44'4.97""W";"EC";15,9098171627273;-62,1116501418182;"precise";"Bond, R. M., and G. A. Seaman. ""Notes on a colony of Brachyphylla cavernarum."" Journal of Mammalogy 39.1 (1958): 150-151.";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2611";"Terminalia catappa";"Artibeus jamaicensis";2539;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Terminalia catappa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"Combretaceae";"tree";"native";"Introduced";"";"";NA;"";NA;NA;"bats";"";"";NA;"resident";"";"LC";"France";"Saint Martin";"Saint Martin";"";"";18,07732837;-63,05427035;"18º04’40.6""N";"63º03’45.9""W";"EC";15,9098171627273;-62,1116501418182;"precise";"Genoways, Hugh H., et al. (2007). Bats of Saint Martin, French West Indies/Sint Maarten, Netherlands Antilles. Mastozoologia Neotropical 14: 169-188.";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2612";"Terminalia catappa";"Artibeus jamaicensis";2500;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chiroptera";"Phyllostomidae";"Terminalia catappa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"Combretaceae";"tree";"native";"Introduced";"";"";NA;"green";NA;NA;"bats";"";"";NA;"resident";"";"LC";"Cuba";"Cuba";"Cuba";"Escaleras de Jaruco";"cave in forest";21,62469202;-79,03330319;" 23° 2'40.51""N";" 82° 4'15.75""W";"GA";19,0740227101688;-70,7529184711968;"precise";"Navarro, Rojas, Vale, Ferrero, Serrano, Pérez, Vidal, and Faife (2010). Informe final del proyecto ""Papel de las interacciones bióticas en la regeneración de bosques y en la recuperación de agroecosistemas degradados después del paso del huracán Gustav por el archipiélago Cubano"" (ref. A/023710/09).";"animal-oriented";"Native";"No";"No";"Introduced";"No";"No"
"2613";"Terminalia catappa";"Amazona vittata";3124;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Piciformes";"Picidae";"Terminalia cattapa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"El Yunque National Forest (Río Grande)";"subtropical montane";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Rodriguez-Vidal 1967";"plant-oriented";"Native";"Yes";"No";"Introduced";"No";"No"
"2614";"Terminalia catappa";"Artibeus jamaicensis";2384;"Artibeus jamaicensis";"Artibeus";"Mammalia";"Chiroptera";"Phyllostomidae";"Mammalia";"Chirpotera";"Phyllostomidae";"Terminalia catappa";"Terminalia";"Magnoliopsida";"Myrtales";"Combretaceae";"Combretaceae";"tree";"native";"native";"LC";"";NA;"";NA;NA;"bats";"";"";NA;"resident";"stable";"LC";"Puerto Rico";"Puerto Rico";"Puerto Rico";"Convento Cave, Corozal";"";18,22566835;-66,46639658;"18.21° N";"66.18° W";"GA";19,0740227101688;-70,7529184711968;"precise";"Rodriguez-Durán&Vzquez (2001)";"seed trap";"Native";"No";"No";"Introduced";"No";"No"
"2615";"Tetragastris balsamifera";"Corvus leucognaphalus";2588;"Corvus leucognaphalus";"Corvus";"Aves";"Passeriformes";"Corvidae";"Aves";"Passeriformes";"Corvidae";"Tetragastris balsamifera";"Tetragastris";"Magnoliopsida";"Sapindales";"Burseraceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Cuba";"Cuba";"Cuba";"Peninsula de Guanahacabibes, Pinar del Rio";"subtropical dry forest";21,62469202;-79,03330319;"";"";"GA";19,0740227101688;-70,7529184711968;"";"ebird";"plant-oriented";"Native";"Yes";"No";"Native";"Yes";"No"
"2616";"Tetragastris balsamifera";"Amazona vittata";3127;"Amazona vittata";"Amazona";"Aves";"Psittaciformes";"Psittacidae";"Aves";"Piciformes";"Picidae";"Tetragastris balsamifera";"Tetragastris";"Magnoliopsida";"Sapindales";"Burseraceae";"";"";"";"";"";"";NA;"";NA;NA;"";"";"";NA;"";"";"";"Puerto Rico";"Puerto Rico";"Puerto Rico";"El Yunque National Forest (Río Grande)";"subtropical montane";18,22566835;-66,46639658;"";"";"GA";19,0740227101688;-70,7529184711968;"";"Rodriguez-Vidal 1970";"plant-oriented";"Native";"Yes";"No";"Native";"Yes";"No"
